Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
MTMR1	ENST00000445323.2	myotubularin related protein 1 	489	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0793	0.4021	0.9839	-0.34	-0.34	0.62	2009, 2011
SSR1	ENST00000244763.4	signal sequence receptor, alpha 	12917	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0346	0.2122	0.7172	-0.34	-0.39	0.78	2005, 2007, 2009, 2011
MAFG	ENST00000357736.4	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G 	5	1	1	0	0	0	0	0	0	2	hsa-miR-152-3p	0.2479	0.7511	1.2874	-0.34	-0.34	0.89	2009, 2011
MPPED2	ENST00000358117.5	metallophosphoesterase domain containing 2 	42	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0443	0.2551	0.7167	-0.34	-0.34	0.67	2007, 2009, 2011
ESCO1	ENST00000269214.5	establishment of sister chromatid cohesion N-acetyltransferase 1 	94	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0992	0.4521	0.8971	-0.34	-0.34	0.85	2011
ITSN2	ENST00000361999.3	intersectin 2 	63	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0990	0.4790	1.1587	-0.34	-0.34	0.66	2005, 2007, 2009, 2011
OTUD4	ENST00000454497.2	OTU domain containing 4 	18	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.1495	0.6381	1.4783	-0.34	-0.34	0.89	2007, 2009, 2011
CHMP4B	ENST00000217402.2	charged multivesicular body protein 4B 	1230	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0164	0.1111	0.5274	-0.34	-0.36	0.47	2009, 2011
SLC16A6	ENST00000327268.4	solute carrier family 16, member 6 	17	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1481	0.5669	0.9488	-0.34	-0.34	0.61	2011
EPN2	ENST00000314728.5	epsin 2 	1609	1	1	0	0	1	0	0	1	0	hsa-miR-148a-3p	0.0964	0.5029	1.4129	-0.34	-0.37	0.84	2005, 2007, 2009, 2011
PTGES3	ENST00000262033.6	prostaglandin E synthase 3 (cytosolic) 	93	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0218	0.1438	0.6064	-0.34	-0.34	0.46	2009, 2011
MLLT10	ENST00000377072.3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 	495	1	1	0	0	0	0	0	0	2	hsa-miR-148a-3p	0.1418	0.5558	0.9596	-0.33	-0.39	0.71	2005, 2007, 2009, 2011
ADCY2	ENST00000338316.4	adenylate cyclase 2 (brain) 	13	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0556	0.3238	1.0227	-0.33	-0.33	0.89	2005, 2007, 2009, 2011
RASAL1	ENST00000546530.1	RAS protein activator like 1 (GAP1 like) 	12	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0894	0.4295	0.9442	-0.33	-0.33	0.80	2009, 2011
TMEM63B	ENST00000259746.9	transmembrane protein 63B 	557	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0323	0.2049	0.7822	-0.33	-0.33	0.34	2007, 2011
CEP63	ENST00000337090.3	centrosomal protein 63kDa 	191	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0412	0.2453	0.7721	-0.33	-0.44	0.32	2011
SOGA2	ENST00000359865.3	SOGA family member 2 	47	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0505	0.2917	0.8924	-0.33	-0.33	0.53	2009, 2011
F3	ENST00000334047.7	coagulation factor III (thromboplastin, tissue factor) 	13568	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0339	0.2149	0.8275	-0.33	-0.37	0.44	2011
DNAJB4	ENST00000370763.5	DnaJ (Hsp40) homolog, subfamily B, member 4 	633	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0351	0.2119	0.6652	-0.33	-0.34	0.79	2009, 2011
NEUROD1	ENST00000295108.3	neuronal differentiation 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0340	0.2078	0.6855	-0.33	-0.33	0.53	2009, 2011
PPP1CB	ENST00000395366.2	protein phosphatase 1, catalytic subunit, beta isozyme 	5795	1	0	1	0	0	0	0	0	0	hsa-miR-148b-3p	0.0479	0.2837	0.9300	-0.33	-0.33	0.91	2005, 2007, 2009, 2011
RC3H1	ENST00000367696.2	ring finger and CCCH-type domains 1 	165	2	1	0	1	1	0	0	1	1	hsa-miR-148a-3p	0.1384	0.7519	2.1814	-0.33	-0.37	0.85	2009, 2011
EMX2	ENST00000442245.4	empty spiracles homeobox 2 	54	1	0	0	1	0	0	0	0	0	hsa-miR-152-3p	0.0459	0.2626	0.7745	-0.33	-0.37	0.64	2005, 2007, 2009, 2011
PDE7A	ENST00000401827.3	phosphodiesterase 7A 	84	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0600	0.3314	0.9255	-0.33	-0.33	0.89	NULL
ITFG3	ENST00000399932.3	integrin alpha FG-GAP repeat containing 3 	1046	1	0	1	0	1	1	0	0	0	hsa-miR-148a-3p	0.0395	0.2559	1.0450	-0.33	-0.33	0.52	2007, 2009, 2011
ZNF821	ENST00000564134.1	zinc finger protein 821 	56	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0451	0.2587	0.7206	-0.33	-0.33	< 0.1	NULL
RICTOR	ENST00000357387.3	RPTOR independent companion of MTOR, complex 2 	441	2	0	1	1	0	0	0	0	1	hsa-miR-152-3p	0.0780	0.4964	2.0014	-0.33	-0.33	0.75	2007, 2009, 2011
PHF20	ENST00000439301.1	PHD finger protein 20 	191	1	0	1	0	1	1	0	0	1	hsa-miR-148a-3p	0.0690	0.4132	1.4833	-0.33	-0.51	0.43	2007, 2009, 2011
KLF4	ENST00000374672.4	Kruppel-like factor 4 (gut) 	22	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0304	0.1880	0.6310	-0.33	-0.33	0.58	2005, 2007, 2009, 2011
ADAM10	ENST00000260408.3	ADAM metallopeptidase domain 10 	385	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0889	0.4159	0.8879	-0.32	-0.36	0.86	NULL
NAT14	ENST00000205194.4	N-acetyltransferase 14 (GCN5-related, putative) 	392	1	1	0	0	0	0	0	0	0	hsa-miR-152-3p	0.0579	0.3123	0.7704	-0.32	-0.32	< 0.1	2007, 2009, 2011
USP38	ENST00000307017.4	ubiquitin specific peptidase 38 	419	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0328	0.2058	0.7558	-0.32	-0.39	0.65	NULL
LMAN1	ENST00000251047.5	lectin, mannose-binding, 1 	2293	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0842	0.3896	0.8088	-0.32	-0.38	0.51	2011
KLHL5	ENST00000261425.3	kelch-like family member 5 	366	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0211	0.1437	0.6829	-0.32	-0.43	0.60	2011
NRARP	ENST00000356628.2	NOTCH-regulated ankyrin repeat protein 	56	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0937	0.3630	0.5942	-0.32	-0.52	0.88	2005, 2007, 2009, 2011
C6orf62	ENST00000378119.4	chromosome 6 open reading frame 62 	300	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0229	0.1544	0.7145	-0.32	-0.36	0.76	2005, 2007
PPFIA2	ENST00000549396.1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 	5	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0297	0.2118	1.2557	-0.32	-0.32	0.49	2005, 2007
TNFRSF1B	ENST00000376259.3	tumor necrosis factor receptor superfamily, member 1B 	243	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0585	0.3217	0.8719	-0.32	-0.32	0.67	2009, 2011
LRCH1	ENST00000311191.6	leucine-rich repeats and calponin homology (CH) domain containing 1 	381	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0617	0.3933	1.5852	-0.32	-0.32	0.47	2011
JPH3	ENST00000284262.2	junctophilin 3 	318	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0655	0.3468	0.8685	-0.32	-0.32	0.84	2005, 2007, 2009, 2011
EYA3	ENST00000373871.3	eyes absent homolog 3 (Drosophila) 	50	1	1	0	0	0	0	0	0	2	hsa-miR-148b-3p	0.1905	0.6799	1.3157	-0.32	-0.32	0.83	2011
DUSP1	ENST00000239223.3	dual specificity phosphatase 1 	37211	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0459	0.2636	0.7460	-0.32	-0.32	0.81	NULL
DENND4C	ENST00000380432.2	DENN/MADD domain containing 4C 	195	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0430	0.2755	1.0749	-0.32	-0.44	0.87	2007, 2009, 2011
SGCB	ENST00000381431.5	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein) 	1795	1	1	0	0	2	1	1	0	2	hsa-miR-148a-3p	0.0646	0.3730	1.2540	-0.32	-0.56	< 0.1	2011
CEBPG	ENST00000284000.4	CCAAT/enhancer binding protein (C/EBP), gamma 	360	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0375	0.2330	0.8454	-0.32	-0.32	0.53	2009, 2011
UBA6	ENST00000322244.5	ubiquitin-like modifier activating enzyme 6 	169	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0906	0.4410	1.0320	-0.32	-0.32	0.55	NULL
ATP8A1	ENST00000381668.5	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 	48	1	0	1	0	1	0	1	0	1	hsa-miR-148a-3p	0.0899	0.5124	1.7791	-0.32	-0.34	0.84	2009, 2011
EPS15	ENST00000371730.2	epidermal growth factor receptor pathway substrate 15 	325	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0637	0.3730	1.2818	-0.32	-0.55	0.84	2005, 2007, 2009, 2011
EDNRA	ENST00000339690.5	endothelin receptor type A 	35	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0338	0.2253	0.9798	-0.32	-0.32	< 0.1	NULL
COL4A1	ENST00000375820.4	collagen, type IV, alpha 1 	6549	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0800	0.3895	0.8177	-0.31	-0.32	0.62	2009, 2011
DCUN1D4	ENST00000334635.5	DCN1, defective in cullin neddylation 1, domain containing 4 	1118	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0339	0.2062	0.6664	-0.31	-0.31	0.36	2009, 2011
BCL7B	ENST00000223368.2	B-cell CLL/lymphoma 7B 	4037	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0246	0.1600	0.6501	-0.31	-0.31	0.63	2007, 2009, 2011
PAPD4	ENST00000453514.1	PAP associated domain containing 4 	434	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0313	0.1947	0.6807	-0.31	-0.31	0.58	2005, 2007, 2011
DRGX	ENST00000374139.2	dorsal root ganglia homeobox 	5	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0597	0.3199	0.7846	-0.31	-0.31	0.81	NULL
CERS5	ENST00000317551.6	ceramide synthase 5 	86	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0153	0.1038	0.4779	-0.31	-0.31	0.53	2005, 2007
CNOT7	ENST00000361272.4	CCR4-NOT transcription complex, subunit 7 	415	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0417	0.2484	0.7866	-0.31	-0.31	0.81	NULL
PIGG	ENST00000296306.7	phosphatidylinositol glycan anchor biosynthesis, class G 	487	1	0	0	1	1	0	0	1	0	hsa-miR-148a-3p	0.0394	0.2621	1.1572	-0.31	-0.31	< 0.1	NULL
ATP11A	ENST00000487903.1	ATPase, class VI, type 11A 	731	2	2	0	0	1	0	1	0	2	hsa-miR-148b-3p	0.2299	0.9848	2.2554	-0.31	-0.36	0.96	2009, 2011
LMTK2	ENST00000297293.5	lemur tyrosine kinase 2 	51	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0634	0.3339	0.7940	-0.31	-0.31	0.74	2005, 2007, 2009, 2011
ITGB8	ENST00000222573.4	integrin, beta 8 	17	1	0	0	1	2	0	2	0	0	hsa-miR-148a-3p	0.0864	0.4975	1.7530	-0.31	-0.31	0.85	2005, 2007, 2009, 2011
SRPK2	ENST00000393651.3	SRSF protein kinase 2 	381	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0501	0.2808	0.7466	-0.31	-0.31	0.90	2009, 2011
CYTH3	ENST00000350796.3	cytohesin 3 	248	1	1	0	0	0	0	0	0	0	hsa-miR-152-3p	0.1302	0.5123	0.8668	-0.31	-0.33	0.89	2005, 2007, 2009, 2011
CAMK2A	ENST00000348628.6	calcium/calmodulin-dependent protein kinase II alpha 	5	1	0	1	0	2	0	0	2	2	hsa-miR-152-3p	0.0934	0.5433	1.8821	-0.31	-0.31	0.46	2005, 2007, 2009, 2011
NOL4	ENST00000261592.5	nucleolar protein 4 	12	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0787	0.4076	1.0702	-0.31	-0.31	0.30	2007, 2009, 2011
PTPN14	ENST00000366956.5	protein tyrosine phosphatase, non-receptor type 14 	301	1	0	1	0	1	0	1	0	1	hsa-miR-148a-3p	0.0581	0.3793	1.6000	-0.31	-0.34	0.40	2011
IL6ST	ENST00000381287.4	interleukin 6 signal transducer (gp130, oncostatin M receptor) 	213	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.1176	0.5364	1.2680	-0.31	-0.31	0.87	2011
FOXK2	ENST00000335255.5	forkhead box K2 	450	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0638	0.3439	0.9092	-0.31	-0.38	0.82	2005, 2007, 2009, 2011
CAV2	ENST00000222693.4	caveolin 2 	1191	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0190	0.1252	0.5115	-0.31	-0.32	0.44	2009, 2011
HECW2	ENST00000260983.3	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 	28	1	1	0	0	0	0	0	0	0	hsa-miR-152-3p	0.2633	0.8092	1.5844	-0.31	-0.31	0.89	2005, 2007, 2009, 2011
SYNJ1	ENST00000357345.3	synaptojanin 1 	143	1	1	0	0	2	0	2	0	0	hsa-miR-148a-3p	0.0924	0.4782	1.3579	-0.31	-0.33	0.75	2005, 2007, 2009, 2011
UBE2D3	ENST00000453744.2	ubiquitin-conjugating enzyme E2D 3 	2312	2	0	1	1	0	0	0	0	0	hsa-miR-148a-3p	0.0439	0.2530	0.7251	-0.31	-0.60	0.72	2005, 2007, 2009, 2011
DYRK1B	ENST00000593685.1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B 	7	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0532	0.2941	0.7675	-0.30	-0.30	0.89	2005, 2007, 2009, 2011
KIAA1045	ENST00000242315.3	KIAA1045 	42	1	1	0	0	1	0	0	1	1	hsa-miR-148a-3p	0.0663	0.4077	1.4775	-0.30	-0.33	0.33	2009, 2011
GAPVD1	ENST00000470056.1	GTPase activating protein and VPS9 domains 1 	1805	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1403	0.5588	1.0388	-0.30	-0.31	0.86	2009, 2011
SYT2	ENST00000367267.1	synaptotagmin II 	5	1	1	0	0	1	0	0	1	1	hsa-miR-152-3p	0.1721	0.7406	1.8974	-0.30	-0.30	0.86	2011
HIF1AN	ENST00000299163.6	hypoxia inducible factor 1, alpha subunit inhibitor 	1545	1	1	0	0	2	1	1	0	3	hsa-miR-148b-3p	0.1368	0.5406	1.2061	-0.30	-0.65	0.89	2009, 2011
CHD1	ENST00000284049.3	chromodomain helicase DNA binding protein 1 	35	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0319	0.1962	0.6500	-0.30	-0.30	0.86	2009, 2011
PPP1R7	ENST00000234038.6	protein phosphatase 1, regulatory subunit 7 	119	1	0	0	1	0	0	0	0	0	hsa-miR-152-3p	0.0200	0.1310	0.5270	-0.30	-0.30	0.69	NULL
MTMR10	ENST00000435680.1	myotubularin related protein 10 	30	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0501	0.3090	1.1431	-0.30	-0.32	0.66	2009, 2011
ARL6IP1	ENST00000304414.7	ADP-ribosylation factor-like 6 interacting protein 1 	25	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0842	0.3390	0.6783	-0.30	-0.58	0.86	2007, 2009, 2011
GDF6	ENST00000287020.5	growth differentiation factor 6 	14	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0519	0.3011	0.9403	-0.30	-0.30	0.90	2005, 2007, 2009, 2011
PI4KA	ENST00000255882.6	phosphatidylinositol 4-kinase, catalytic, alpha 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0415	0.2445	0.7374	-0.30	-0.30	0.73	2011
ATG4D	ENST00000309469.4	autophagy related 4D, cysteine peptidase 	801	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0247	0.1573	0.5789	-0.30	-0.30	0.57	2011
CPEB4	ENST00000265085.5	cytoplasmic polyadenylation element binding protein 4 	472	2	0	2	0	0	0	0	0	1	hsa-miR-148a-3p	0.0422	0.2893	1.4526	-0.30	-0.30	0.75	2003, 2005, 2007, 2009, 2011
MDGA2	ENST00000439988.3	MAM domain-containing glycosylphosphatidylinositol anchor protein 2  	0	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0324	0.2187	1.0527	-0.30	-0.30	0.56	NULL
RAB39B	ENST00000369454.3	RAB39B, member RAS oncogene family 	10	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0482	0.2813	0.9336	-0.30	-0.36	0.80	2009
TANC1	ENST00000263635.6	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 	618	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1452	0.5517	0.9091	-0.30	-0.31	0.89	2009, 2011
CS	ENST00000548567.1	citrate synthase 	52	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0380	0.2268	0.6981	-0.30	-0.30	0.68	2005, 2007, 2009, 2011
ZNF804A	ENST00000302277.6	zinc finger protein 804A 	5	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0485	0.2786	0.8134	-0.30	-0.30	0.50	NULL
GPR137C	ENST00000321662.6	G protein-coupled receptor 137C 	110	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1208	0.5319	1.2673	-0.30	-0.33	0.89	2009, 2011
RLIM	ENST00000332687.6	ring finger protein, LIM domain interacting 	662	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0686	0.3640	0.9509	-0.30	-0.35	0.81	2005, 2007, 2011
PRRG1	ENST00000378628.4	proline rich Gla (G-carboxyglutamic acid) 1 	1122	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0596	0.3208	0.8148	-0.30	-0.30	0.17	2009, 2011
CDH20	ENST00000262717.4	cadherin 20, type 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0418	0.2450	0.7246	-0.30	-0.30	0.47	NULL
TAF4	ENST00000252996.4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa 	61	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0329	0.2000	0.6409	-0.30	-0.31	0.57	2005, 2007, 2009, 2011
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	1	0	1	0	1	0	1	0	1	hsa-miR-152-3p	0.0865	0.5404	2.1128	-0.30	-0.30	0.50	2005, 2007, 2009, 2011
ZBED4	ENST00000216268.5	zinc finger, BED-type containing 4 	2276	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0849	0.4192	0.9791	-0.30	-0.30	0.86	2005, 2007, 2009, 2011
ZC3H12C	ENST00000278590.3	zinc finger CCCH-type containing 12C 	150	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0623	0.3456	1.0084	-0.30	-0.30	0.74	2009, 2011
CCDC85A	ENST00000407595.2	coiled-coil domain containing 85A 	46	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0347	0.2148	0.7512	-0.30	-0.30	0.53	2007, 2009, 2011
STK38L	ENST00000389032.3	serine/threonine kinase 38 like 	705	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0379	0.2369	0.8844	-0.30	-0.33	0.73	2009, 2011
MAP2K1	ENST00000307102.5	mitogen-activated protein kinase kinase 1 	8	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0295	0.1846	0.6490	-0.29	-0.29	0.29	NULL
FAM161A	ENST00000404929.1	family with sequence similarity 161, member A 	275	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0389	0.2335	0.7452	-0.29	-0.29	< 0.1	2011
BCL7A	ENST00000538010.1	B-cell CLL/lymphoma 7A 	96	1	0	1	0	1	0	0	1	0	hsa-miR-148a-3p	0.0421	0.2654	1.0681	-0.29	-0.35	0.44	2005, 2007, 2011
CHD7	ENST00000423902.2	chromodomain helicase DNA binding protein 7 	925	1	0	1	0	1	0	0	1	0	hsa-miR-148a-3p	0.0701	0.3652	0.9058	-0.29	-0.31	0.93	2011
STOX2	ENST00000308497.4	storkhead box 2 	379	1	1	0	0	0	0	0	0	0	hsa-miR-148b-3p	0.2132	0.6772	1.0914	-0.29	-0.31	0.89	NULL
PRICKLE2	ENST00000295902.6	prickle homolog 2 (Drosophila) 	20	1	0	1	0	1	0	0	1	0	hsa-miR-148a-3p	0.0456	0.2903	1.2008	-0.29	-0.29	0.90	2005, 2007, 2009, 2011
LIN28A	ENST00000326279.6	lin-28 homolog A (C. elegans) 	5	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0380	0.2340	0.8320	-0.29	-0.29	0.57	2005, 2007, 2009, 2011
MAX	ENST00000284165.6	MYC associated factor X 	51	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0361	0.2443	1.1359	-0.29	-0.29	< 0.1	NULL
ABCB10	ENST00000344517.4	ATP-binding cassette, sub-family B (MDR/TAP), member 10 	53	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0529	0.2943	0.7894	-0.29	-0.29	0.57	2009
C16orf70	ENST00000219139.3	chromosome 16 open reading frame 70 	485	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0491	0.2880	0.9216	-0.29	-0.29	0.30	2007
CECR6	ENST00000399875.1	cat eye syndrome chromosome region, candidate 6 	5	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0307	0.2046	0.9524	-0.29	-0.29	< 0.1	2009, 2011
DMXL1	ENST00000311085.8	Dmx-like 1 	136	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1434	0.5959	1.2906	-0.29	-0.29	0.89	2005, 2007, 2009, 2011
RALBP1	ENST00000383432.3	ralA binding protein 1 	134	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0497	0.2804	0.7680	-0.29	-0.29	0.88	2005, 2007, 2009, 2011
SOCS3	ENST00000330871.2	suppressor of cytokine signaling 3 	5	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0309	0.1965	0.7467	-0.29	-0.29	0.62	2009, 2011
CDC25B	ENST00000245960.5	cell division cycle 25B 	3358	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0427	0.2467	0.6964	-0.29	-0.30	0.60	2005, 2007, 2009, 2011
E2F7	ENST00000416496.2	E2F transcription factor 7 	308	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0578	0.3158	0.8617	-0.29	-0.31	0.83	2005, 2007, 2009, 2011
PPP1R12A	ENST00000261207.5	protein phosphatase 1, regulatory subunit 12A 	276	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0490	0.2816	0.8325	-0.29	-0.29	0.63	2005, 2007, 2009, 2011
PAG1	ENST00000220597.4	phosphoprotein associated with glycosphingolipid microdomains 1 	53	1	1	0	0	0	0	0	0	2	hsa-miR-148a-3p	0.0695	0.4201	1.5952	-0.29	-0.29	< 0.1	NULL
RAB14	ENST00000373840.4	RAB14, member RAS oncogene family 	586	2	0	1	1	0	0	0	0	1	hsa-miR-148a-3p	0.0308	0.1927	0.7028	-0.29	-0.62	0.75	2009, 2011
USP47	ENST00000339865.5	ubiquitin specific peptidase 47 	665	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0484	0.3257	1.5251	-0.29	-0.38	0.85	2005, 2007, 2009, 2011
ARHGAP21	ENST00000396432.2	Rho GTPase activating protein 21 	10	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0371	0.2323	0.8680	-0.29	-0.29	0.44	2005, 2007, 2009, 2011
MCM3AP	ENST00000397708.1	minichromosome maintenance complex component 3 associated protein 	240	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0273	0.1800	0.7808	-0.29	-0.29	0.33	NULL
CDKN1B	ENST00000228872.4	cyclin-dependent kinase inhibitor 1B (p27, Kip1) 	587	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0328	0.2089	0.8122	-0.29	-0.29	< 0.1	2005, 2007, 2011
GPCPD1	ENST00000379019.4	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) 	155	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0413	0.2697	1.1492	-0.29	-0.36	0.89	2007, 2009, 2011
TGIF2	ENST00000373874.2	TGFB-induced factor homeobox 2 	192	2	1	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0616	0.3844	1.4365	-0.29	-0.32	0.69	2003, 2005, 2007, 2009, 2011
TAF1D	ENST00000448108.2	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa 	132	1	0	1	0	1	1	0	0	2	hsa-miR-148a-3p	0.0557	0.3502	1.3649	-0.29	-0.39	0.92	NULL
ZNF217	ENST00000371471.2	zinc finger protein 217 	668	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0281	0.1799	0.7005	-0.28	-0.28	0.46	2005, 2007, 2009, 2011
HLF	ENST00000226067.5	hepatic leukemia factor 	15	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0358	0.2351	1.0260	-0.28	-0.30	0.74	2009, 2011
ZNRF1	ENST00000335325.4	zinc and ring finger 1, E3 ubiquitin protein ligase 	519	1	1	0	0	0	0	0	0	3	hsa-miR-148a-3p	0.0540	0.3060	0.8905	-0.28	-0.31	< 0.1	2005, 2007, 2009, 2011
NAA15	ENST00000296543.5	N(alpha)-acetyltransferase 15, NatA auxiliary subunit 	546	1	0	1	0	0	0	0	0	1	hsa-miR-152-3p	0.0775	0.4299	1.3596	-0.28	-0.28	0.59	2005, 2007, 2009, 2011
