Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
POLH	ENST00000372226.1	polymerase (DNA directed), eta 	450	1	1	0	0	0	hsa-miR-4253				-0.16	-0.20	N/A
C1orf127	ENST00000377004.4	chromosome 1 open reading frame 127 	5	1	0	0	1	0	hsa-miR-4253				-0.16	-0.16	N/A
ISY1-RAB43	ENST00000418265.1	ISY1-RAB43 readthrough 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
ENTPD4	ENST00000358689.4	ectonucleoside triphosphate diphosphohydrolase 4 	465	1	1	0	0	0	hsa-miR-6862-5p				-0.16	-0.22	N/A
AZI1	ENST00000374782.3	5-azacytidine induced 1 	124	1	0	0	1	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
ERI3	ENST00000372259.5	ERI1 exoribonuclease family member 3 	540	1	0	1	0	0	hsa-miR-4253				-0.16	-0.16	N/A
LONP2	ENST00000285737.4	lon peptidase 2, peroxisomal 	1004	1	1	0	0	0	hsa-miR-6862-5p				-0.16	-0.22	N/A
GTF2IRD2B	ENST00000312575.7	GTF2I repeat domain containing 2B 	5	1	0	1	0	0	hsa-miR-4253				-0.16	-0.16	N/A
RGS4	ENST00000531057.1	regulator of G-protein signaling 4 	489	1	0	0	1	0	hsa-miR-4253				-0.16	-0.19	N/A
CLSTN2	ENST00000458420.3	calsyntenin 2 	119	2	1	0	1	0	hsa-miR-4253				-0.16	-0.17	N/A
MED22	ENST00000344469.5	mediator complex subunit 22 	43	1	0	1	0	1	hsa-miR-4253				-0.16	-0.17	N/A
PRC1	ENST00000361919.3	protein regulator of cytokinesis 1 	288	1	0	0	1	0	hsa-miR-4253				-0.16	-0.16	N/A
WIBG	ENST00000408946.2	within bgcn homolog (Drosophila) 	247	1	0	0	1	0	hsa-miR-4253				-0.16	-0.16	N/A
VMA21	ENST00000330374.6	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) 	2162	1	0	0	1	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
SMIM13	ENST00000416247.2	small integral membrane protein 13 	199	1	1	0	0	1	hsa-miR-6862-5p				-0.16	-0.40	N/A
ATAD1	ENST00000308448.7	ATPase family, AAA domain containing 1 	276	1	0	0	1	0	hsa-miR-6862-5p				-0.16	-0.21	N/A
GNAZ	ENST00000248996.4	guanine nucleotide binding protein (G protein), alpha z polypeptide 	50	2	0	2	0	0	hsa-miR-4253				-0.16	-0.20	N/A
STK4	ENST00000372801.1	serine/threonine kinase 4 	276	1	1	0	0	0	hsa-miR-4253				-0.16	-0.17	N/A
BRI3BP	ENST00000341446.8	BRI3 binding protein 	820	2	0	2	0	1	hsa-miR-4253				-0.16	-0.18	N/A
JAM3	ENST00000299106.4	junctional adhesion molecule 3 	85	1	0	1	0	0	hsa-miR-6862-5p				-0.16	-0.17	N/A
RAB27B	ENST00000262094.5	RAB27B, member RAS oncogene family 	5	1	0	0	1	2	hsa-miR-6862-5p				-0.16	-0.16	N/A
TMPRSS11BNL	ENST00000432593.3	TMPRSS11B N-terminal like 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
EPHA8	ENST00000166244.3	EPH receptor A8 	5	1	0	0	1	1	hsa-miR-4253				-0.16	-0.16	N/A
FASTK	ENST00000540185.1	Fas-activated serine/threonine kinase 	645	1	0	1	0	0	hsa-miR-4253				-0.16	-0.16	N/A
ADAMTS17	ENST00000268070.4	ADAM metallopeptidase with thrombospondin type 1 motif, 17 	19	2	0	1	1	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
PLEKHO2	ENST00000323544.4	pleckstrin homology domain containing, family O member 2 	279	1	0	1	0	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
RGS7BP	ENST00000334025.2	regulator of G-protein signaling 7 binding protein 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
CUL4B	ENST00000371322.5	cullin 4B 	150	1	1	0	0	0	hsa-miR-6862-5p				-0.16	-0.52	N/A
AGFG1	ENST00000310078.8	ArfGAP with FG repeats 1 	2019	1	0	0	1	0	hsa-miR-6862-5p				-0.16	-0.17	N/A
FRMD6	ENST00000395718.2	FERM domain containing 6 	508	1	0	1	0	0	hsa-miR-4253				-0.16	-0.17	N/A
STARD3	ENST00000336308.5	StAR-related lipid transfer (START) domain containing 3 	35	1	0	1	0	1	hsa-miR-4253				-0.16	-0.20	N/A
PXT1	ENST00000454782.2	peroxisomal, testis specific 1 	5	1	0	1	0	0	hsa-miR-4253				-0.16	-0.16	N/A
CHCHD1	ENST00000372837.3	coiled-coil-helix-coiled-coil-helix domain containing 1 	97	1	0	1	0	0	hsa-miR-4253				-0.16	-0.16	N/A
ARHGEF4	ENST00000392953.3	Rho guanine nucleotide exchange factor (GEF) 4 	189	1	0	1	0	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
KCNG4	ENST00000308251.4	potassium voltage-gated channel, subfamily G, member 4 	0	1	0	0	1	1	hsa-miR-4253				-0.16	-0.16	N/A
KCNJ10	ENST00000368089.3	potassium inwardly-rectifying channel, subfamily J, member 10 	5	1	0	0	1	1	hsa-miR-6862-5p				-0.16	-0.16	N/A
RIMS1	ENST00000348717.5	regulating synaptic membrane exocytosis 1 	45	1	0	0	1	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
BZW1	ENST00000409600.1	basic leucine zipper and W2 domains 1 	470	3	1	2	0	0	hsa-miR-4253				-0.16	-0.41	N/A
DAZ3	ENST00000382365.2	deleted in azoospermia 3 	5	1	0	0	1	0	hsa-miR-4253				-0.16	-0.16	N/A
SUV39H1	ENST00000453214.2	suppressor of variegation 3-9 homolog 1 (Drosophila) 	499	1	0	0	1	1	hsa-miR-6862-5p				-0.16	-0.16	N/A
MYO1C	ENST00000359786.5	myosin IC 	1073	1	0	0	1	1	hsa-miR-4253				-0.16	-0.16	N/A
C9orf152	ENST00000400613.4	chromosome 9 open reading frame 152 	5	1	0	0	1	0	hsa-miR-4253				-0.16	-0.16	N/A
TNKS1BP1	ENST00000358252.3	tankyrase 1 binding protein 1, 182kDa 	3238	1	0	1	0	0	hsa-miR-4253				-0.16	-0.16	N/A
CD93	ENST00000246006.4	CD93 molecule 	5	1	0	0	1	2	hsa-miR-6862-5p				-0.16	-0.16	N/A
CREB3L2	ENST00000330387.6	cAMP responsive element binding protein 3-like 2 	2872	1	0	1	0	0	hsa-miR-4253				-0.16	-0.16	N/A
CD28	ENST00000324106.8	CD28 molecule 	5	1	0	1	0	0	hsa-miR-4253				-0.16	-0.16	N/A
APPBP2	ENST00000083182.3	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	907	1	0	0	1	0	hsa-miR-4253				-0.16	-0.16	N/A
NKAIN2	ENST00000368417.1	Na+/K+ transporting ATPase interacting 2 	34	1	0	0	1	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
KIAA1257	ENST00000265068.5	KIAA1257 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
STAG1	ENST00000383202.2	stromal antigen 1 	94	1	0	1	0	0	hsa-miR-4253				-0.16	-0.24	N/A
SAP30BP	ENST00000584667.1	SAP30 binding protein 	867	1	0	1	0	1	hsa-miR-4253				-0.16	-0.23	N/A
NUP43	ENST00000367403.3	nucleoporin 43kDa 	113	1	0	0	1	0	hsa-miR-4253				-0.16	-0.17	N/A
SLC38A1	ENST00000398637.5	solute carrier family 38, member 1 	1967	1	1	0	0	0	hsa-miR-6862-5p				-0.16	-0.16	N/A
FAM131A	ENST00000310585.4	family with sequence similarity 131, member A 	442	1	0	0	1	0	hsa-miR-4253				-0.16	-0.16	N/A
PRKCH	ENST00000332981.5	protein kinase C, eta 	400	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
KIF21B	ENST00000332129.2	kinesin family member 21B 	12	2	1	1	0	3	hsa-miR-6862-5p				-0.15	-0.15	N/A
SEZ6L	ENST00000360929.3	seizure related 6 homolog (mouse)-like 	5	1	1	0	0	1	hsa-miR-6862-5p				-0.15	-0.15	N/A
CADM3	ENST00000368125.4	cell adhesion molecule 3 	5	1	0	0	1	1	hsa-miR-4253				-0.15	-0.15	N/A
HOXC8	ENST00000040584.4	homeobox C8 	5	1	0	1	0	1	hsa-miR-6862-5p				-0.15	-0.15	N/A
SYNE2	ENST00000358025.3	spectrin repeat containing, nuclear envelope 2 	27	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
KIAA1324	ENST00000369939.3	KIAA1324 	41	3	0	1	2	1	hsa-miR-6862-5p				-0.15	-0.27	N/A
GSK3B	ENST00000264235.8	glycogen synthase kinase 3 beta 	498	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.22	N/A
GAL3ST4	ENST00000423751.1	galactose-3-O-sulfotransferase 4 	33	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
MAMSTR	ENST00000318083.6	MEF2 activating motif and SAP domain containing transcriptional regulator 	100	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.23	N/A
DUSP16	ENST00000298573.4	dual specificity phosphatase 16 	444	1	1	0	0	0	hsa-miR-4253				-0.15	-0.35	N/A
SNX33	ENST00000308527.5	sorting nexin 33 	148	2	1	1	0	0	hsa-miR-4253				-0.15	-0.16	N/A
ATF3	ENST00000366983.1	activating transcription factor 3 	2704	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
ARPP19	ENST00000566423.1	cAMP-regulated phosphoprotein, 19kDa 	1316	3	1	2	0	1	hsa-miR-6862-5p				-0.15	-0.57	N/A
GNAI2	ENST00000313601.6	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 	27	1	0	1	0	0	hsa-miR-4253				-0.15	-0.19	N/A
GABPB2	ENST00000368918.3	GA binding protein transcription factor, beta subunit 2 	35	1	0	1	0	1	hsa-miR-4253				-0.15	-0.24	N/A
ST6GALNAC3	ENST00000328299.3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 	41	1	0	0	1	1	hsa-miR-4253				-0.15	-0.15	N/A
RASA4	ENST00000262940.7	RAS p21 protein activator 4 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
CLPTM1	ENST00000337392.5	cleft lip and palate associated transmembrane protein 1 	1113	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
PTGIS	ENST00000244043.4	prostaglandin I2 (prostacyclin) synthase 	192	1	0	1	0	1	hsa-miR-4253				-0.15	-0.15	N/A
PFKFB4	ENST00000232375.3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 	16	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
CUX1	ENST00000437600.4	cut-like homeobox 1 	1205	1	0	1	0	1	hsa-miR-4253				-0.15	-0.15	N/A
DAZ4	ENST00000382290.3	deleted in azoospermia 4 	5	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
CBX5	ENST00000209875.4	chromobox homolog 5 	360	2	1	1	0	2	hsa-miR-4253				-0.15	-0.34	N/A
BRD4	ENST00000263377.2	bromodomain containing 4 	849	2	1	1	0	1	hsa-miR-6862-5p				-0.15	-0.22	N/A
PFAS	ENST00000314666.6	phosphoribosylformylglycinamidine synthase 	901	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.16	N/A
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	2	1	0	1	0	hsa-miR-6862-5p				-0.15	-0.18	N/A
FAM69B	ENST00000371692.4	family with sequence similarity 69, member B 	1836	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.27	N/A
KPNA4	ENST00000334256.4	karyopherin alpha 4 (importin alpha 3) 	111	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.16	N/A
AFF4	ENST00000265343.5	AF4/FMR2 family, member 4 	2755	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.16	N/A
ZNF791	ENST00000446165.1	zinc finger protein 791 	242	1	1	0	0	0	hsa-miR-4253				-0.15	-0.38	N/A
GPR75	ENST00000394705.2	G protein-coupled receptor 75 	35	2	1	1	0	0	hsa-miR-4253				-0.15	-0.18	N/A
HRCT1	ENST00000354323.2	histidine rich carboxyl terminus 1 	13	1	0	1	0	0	hsa-miR-4253				-0.15	-0.15	N/A
RP11-276H1.3	ENST00000312019.2		5	1	0	1	0	0	hsa-miR-4253				-0.15	-0.15	N/A
DTHD1	ENST00000456874.2	death domain containing 1 	5	1	0	0	1	1	hsa-miR-4253				-0.15	-0.15	N/A
ERAP1	ENST00000443439.2	endoplasmic reticulum aminopeptidase 1 	133	1	1	0	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
GABRA3	ENST00000370314.4	gamma-aminobutyric acid (GABA) A receptor, alpha 3 	55	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
NDST3	ENST00000296499.5	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 	5	1	0	1	0	0	hsa-miR-4253				-0.15	-0.15	N/A
SLC8A2	ENST00000236877.6	solute carrier family 8 (sodium/calcium exchanger), member 2 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
CNIH4	ENST00000465271.1	cornichon family AMPA receptor auxiliary protein 4 	1348	2	1	0	1	0	hsa-miR-6862-5p				-0.15	-0.46	N/A
ME1	ENST00000369705.3	malic enzyme 1, NADP(+)-dependent, cytosolic 	586	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.18	N/A
NOL6	ENST00000455041.2	nucleolar protein 6 (RNA-associated) 	404	1	0	1	0	1	hsa-miR-6862-5p				-0.15	-0.16	N/A
GPLD1	ENST00000230036.1	glycosylphosphatidylinositol specific phospholipase D1 	51	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.18	N/A
CCDC42B	ENST00000335621.6	coiled-coil domain containing 42B 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
DAZ2	ENST00000382449.1	deleted in azoospermia 2 	5	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
RAI14	ENST00000265109.3	retinoic acid induced 14 	2228	1	1	0	0	1	hsa-miR-6862-5p				-0.15	-0.16	N/A
MME	ENST00000460393.1	membrane metallo-endopeptidase 	37	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.24	N/A
ATAD3A	ENST00000536055.1	ATPase family, AAA domain containing 3A 	23	1	0	1	0	0	hsa-miR-4253				-0.15	-0.15	N/A
TMEM163	ENST00000281924.6	transmembrane protein 163 	24	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
CCDC137	ENST00000329214.8	coiled-coil domain containing 137 	5	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
GPR83	ENST00000243673.2	G protein-coupled receptor 83 	33	2	0	2	0	0	hsa-miR-4253				-0.15	-0.15	N/A
LOXL4	ENST00000260702.3	lysyl oxidase-like 4 	299	1	0	1	0	0	hsa-miR-4253				-0.15	-0.15	N/A
COL20A1	ENST00000422202.1	collagen, type XX, alpha 1 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
KCTD5	ENST00000301738.4	potassium channel tetramerization domain containing 5 	2296	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
SFXN5	ENST00000410065.1	sideroflexin 5 	56	2	0	2	0	1	hsa-miR-4253				-0.15	-0.40	N/A
ZNF324B	ENST00000336614.4	zinc finger protein 324B 	19	2	0	1	1	0	hsa-miR-6862-5p				-0.15	-0.20	N/A
MEF2C	ENST00000340208.5	myocyte enhancer factor 2C 	70	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.17	N/A
ELFN1	ENST00000424383.2	extracellular leucine-rich repeat and fibronectin type III domain containing 1 	5	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
CEP170B	ENST00000414716.3	centrosomal protein 170B 	326	2*	0	1	0	0	hsa-miR-4253				-0.15	-0.15	N/A
KIAA1614	ENST00000367588.4	KIAA1614 	5	1	0	0	1	2	hsa-miR-4253				-0.15	-0.15	N/A
AFAP1	ENST00000360265.4	actin filament associated protein 1 	1966	2*	0	1	0	1	hsa-miR-6862-5p				-0.15	-0.17	N/A
PIK3R3	ENST00000262741.5	phosphoinositide-3-kinase, regulatory subunit 3 (gamma) 	335	1	0	1	0	0	hsa-miR-4253				-0.15	-0.20	N/A
ZNF431	ENST00000311048.7	zinc finger protein 431 	93	1	1	0	0	0	hsa-miR-4253				-0.15	-0.17	N/A
ADAM28	ENST00000265769.4	ADAM metallopeptidase domain 28 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
PEX5L	ENST00000467460.1	peroxisomal biogenesis factor 5-like 	5	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
MBLAC2	ENST00000316610.6	metallo-beta-lactamase domain containing 2 	498	1	0	0	1	0	hsa-miR-4253				-0.15	-0.19	N/A
TOMM40L	ENST00000367987.1	translocase of outer mitochondrial membrane 40 homolog (yeast)-like 	13	1	0	1	0	0	hsa-miR-4253				-0.15	-0.15	N/A
UBE3B	ENST00000434735.2	ubiquitin protein ligase E3B 	916	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
CMTR1	ENST00000373451.4	cap methyltransferase 1 	109	1	0	1	0	1	hsa-miR-4253				-0.15	-0.15	N/A
CNTNAP2	ENST00000361727.3	contactin associated protein-like 2 	29	1	0	1	0	1	hsa-miR-6862-5p				-0.15	-0.19	N/A
MCM8	ENST00000378896.3	minichromosome maintenance complex component 8 	85	2	2	0	0	2	hsa-miR-6862-5p				-0.15	-0.38	N/A
SLC23A3	ENST00000396775.3	solute carrier family 23, member 3 	9	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
GAB2	ENST00000340149.2	GRB2-associated binding protein 2 	627	1	0	0	1	1	hsa-miR-6862-5p				-0.15	-0.15	N/A
RNF182	ENST00000488300.1	ring finger protein 182 	1122	2	0	1	1	0	hsa-miR-6862-5p				-0.15	-0.38	N/A
HES2	ENST00000377834.4	hairy and enhancer of split 2 (Drosophila) 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
LRTM2	ENST00000543818.1	leucine-rich repeats and transmembrane domains 2 	5	1	0	1	0	0	hsa-miR-4253				-0.15	-0.15	N/A
CALN1	ENST00000329008.5	calneuron 1 	5	1	1	0	0	1	hsa-miR-6862-5p				-0.15	-0.15	N/A
KDR	ENST00000263923.4	kinase insert domain receptor (a type III receptor tyrosine kinase) 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
TMEM105	ENST00000332900.1	transmembrane protein 105 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
LMBR1	ENST00000353442.5	limb development membrane protein 1 	1435	1	1	0	0	0	hsa-miR-4253				-0.15	-0.21	N/A
SLC43A2	ENST00000301335.5	solute carrier family 43 (amino acid system L transporter), member 2 	68	3	2	1	0	2	hsa-miR-4253				-0.15	-0.36	N/A
FBLN7	ENST00000331203.2	fibulin 7 	44	2	0	1	1	0	hsa-miR-6862-5p				-0.15	-0.41	N/A
RPP14	ENST00000445193.3	ribonuclease P/MRP 14kDa subunit 	1612	2	1	0	1	0	hsa-miR-6862-5p				-0.15	-0.40	N/A
KRAS	ENST00000256078.4	Kirsten rat sarcoma viral oncogene homolog 	40	1	0	1	0	1	hsa-miR-4253				-0.15	-0.21	N/A
RCHY1	ENST00000451788.1	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase 	821	1	1	0	0	0	hsa-miR-4253				-0.15	-0.37	N/A
SHE	ENST00000304760.2	Src homology 2 domain containing E 	9	2	0	1	1	2	hsa-miR-6862-5p				-0.15	-0.27	N/A
SP2	ENST00000376741.4	Sp2 transcription factor 	779	3	1	2	0	0	hsa-miR-6862-5p				-0.15	-0.56	N/A
SUDS3	ENST00000397564.2	suppressor of defective silencing 3 homolog (S. cerevisiae) 	224	1	0	1	0	0	hsa-miR-4253				-0.15	-0.17	N/A
MDGA1	ENST00000297153.7	MAM domain containing glycosylphosphatidylinositol anchor 1 	240	2	1	0	1	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
DEPDC1	ENST00000456315.2	DEP domain containing 1 	1068	1	0	0	1	0	hsa-miR-4253				-0.15	-0.15	N/A
AVPR2	ENST00000370049.1	arginine vasopressin receptor 2 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
TGIF1	ENST00000330513.5	TGFB-induced factor homeobox 1 	354	1	0	0	1	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
POM121	ENST00000395270.1	POM121 transmembrane nucleoporin 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
KCNC3	ENST00000376959.2	potassium voltage-gated channel, Shaw-related subfamily, member 3 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.15	-0.15	N/A
VHLL	ENST00000339922.3	von Hippel-Lindau tumor suppressor-like 	18	1	1	0	0	0	hsa-miR-4253				-0.15	-0.20	N/A
ZNF660	ENST00000322734.2	zinc finger protein 660 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
RNF207	ENST00000377948.2	ring finger protein 207 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
ZFR	ENST00000265069.8	zinc finger RNA binding protein 	102	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
SFRP1	ENST00000220772.3	secreted frizzled-related protein 1 	148	1	0	1	0	1	hsa-miR-6862-5p				-0.14	-0.14	N/A
FBXO10	ENST00000432825.2	F-box protein 10 	14	1	0	1	0	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
SLC41A2	ENST00000258538.3	solute carrier family 41 (magnesium transporter), member 2 	224	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.18	N/A
ZNF813	ENST00000396403.4	zinc finger protein 813 	10	2	0	1	1	0	hsa-miR-4253				-0.14	-0.21	N/A
ENTPD6	ENST00000433259.2	ectonucleoside triphosphate diphosphohydrolase 6 (putative) 	616	1	0	1	0	0	hsa-miR-4253				-0.14	-0.14	N/A
TUB	ENST00000305253.4	tubby bipartite transcription factor 	743	1	0	1	0	0	hsa-miR-4253				-0.14	-0.14	N/A
FBXO34	ENST00000313833.4	F-box protein 34 	80	1	0	1	0	0	hsa-miR-4253				-0.14	-0.14	N/A
ZIC4	ENST00000383075.3	Zic family member 4 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
PALD1	ENST00000263563.6	phosphatase domain containing, paladin 1 	108	1	0	1	0	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
ZNF578	ENST00000421239.2	zinc finger protein 578 	0	1	0	1	0	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
ABCA2	ENST00000341511.6	ATP-binding cassette, sub-family A (ABC1), member 2 	125	1	0	1	0	0	hsa-miR-4253				-0.14	-0.14	N/A
SH2D4B	ENST00000339284.2	SH2 domain containing 4B 	5	1	0	1	0	2	hsa-miR-6862-5p				-0.14	-0.14	N/A
CNPY1	ENST00000321736.5	canopy FGF signaling regulator 1 	10	1	0	1	0	0	hsa-miR-6862-5p				-0.14	-0.17	N/A
CHCHD7	ENST00000518801.1	coiled-coil-helix-coiled-coil-helix domain containing 7 	1416	1	0	0	1	1	hsa-miR-4253				-0.14	-0.42	N/A
KIFC2	ENST00000301331.5	kinesin family member C2 	101	1	0	1	0	0	hsa-miR-4253				-0.14	-0.14	N/A
TMEM59L	ENST00000600490.1	transmembrane protein 59-like 	33	1	0	1	0	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
ANKRD49	ENST00000544253.1	ankyrin repeat domain 49 	32	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
C11orf44	ENST00000317019.2	chromosome 11 open reading frame 44 	5	2	0	1	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
ACAP3	ENST00000354700.5	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 	301	1	0	1	0	0	hsa-miR-4253				-0.14	-0.14	N/A
CTTN	ENST00000346329.3	cortactin 	6158	1	0	0	1	0	hsa-miR-4253				-0.14	-0.14	N/A
COX20	ENST00000411948.2	COX20 cytochrome C oxidase assembly factor 	693	2	2	0	0	0	hsa-miR-4253				-0.14	-0.63	N/A
PPM1E	ENST00000308249.2	protein phosphatase, Mg2+/Mn2+ dependent, 1E 	178	1	0	0	1	0	hsa-miR-4253				-0.14	-0.19	N/A
PRKAR1A	ENST00000589228.1	protein kinase, cAMP-dependent, regulatory, type I, alpha 	1257	1	0	0	1	0	hsa-miR-4253				-0.14	-0.15	N/A
OTOP3	ENST00000328801.4	otopetrin 3 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
UBXN10	ENST00000375099.3	UBX domain protein 10 	5	2	0	0	2	0	hsa-miR-4253				-0.14	-0.14	N/A
WNK2	ENST00000395475.2	WNK lysine deficient protein kinase 2 	134	1	0	1	0	0	hsa-miR-4253				-0.14	-0.14	N/A
NIN	ENST00000389868.3	ninein (GSK3B interacting protein) 	594	1	0	0	1	0	hsa-miR-4253				-0.14	-0.14	N/A
ZNF594	ENST00000399604.4	zinc finger protein 594 	29	1	0	0	1	1	hsa-miR-4253				-0.14	-0.14	N/A
CACNB2	ENST00000396576.2	calcium channel, voltage-dependent, beta 2 subunit 	52	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
DAZ1	ENST00000405239.1	deleted in azoospermia 1 	5	1	0	0	1	0	hsa-miR-4253				-0.14	-0.14	N/A
FASN	ENST00000306749.2	fatty acid synthase 	37	1	1	0	0	2	hsa-miR-4253				-0.14	-0.39	N/A
ZRSR1	ENST00000391338.1	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 1 	17	1	0	1	0	0	hsa-miR-6862-5p				-0.14	-0.20	N/A
KIF20B	ENST00000416354.1	kinesin family member 20B 	23	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.22	N/A
KBTBD13	ENST00000432196.2	kelch repeat and BTB (POZ) domain containing 13 	5	1	0	0	1	1	hsa-miR-4253				-0.14	-0.14	N/A
PSG1	ENST00000244296.2	pregnancy specific beta-1-glycoprotein 1 	5	1	0	0	1	0	hsa-miR-4253				-0.14	-0.14	N/A
MRPS18A	ENST00000372116.1	mitochondrial ribosomal protein S18A 	1037	1	0	1	0	0	hsa-miR-4253				-0.14	-0.14	N/A
RAB11FIP1	ENST00000287263.4	RAB11 family interacting protein 1 (class I) 	106	1	0	0	1	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
TMTC3	ENST00000266712.6	transmembrane and tetratricopeptide repeat containing 3 	406	1	0	0	1	0	hsa-miR-4253				-0.14	-0.16	N/A
RBM41	ENST00000372487.1	RNA binding motif protein 41 	41	1	0	1	0	0	hsa-miR-6862-5p				-0.14	-0.14	N/A
APITD1-CORT	ENST00000470413.2	APITD1-CORT readthrough 	104	1	0	0	1	1	hsa-miR-4253				-0.14	-0.42	N/A
SUFU	ENST00000369902.3	suppressor of fused homolog (Drosophila) 	247	1	0	1	0	0	hsa-miR-6862-5p				-0.14	-0.25	N/A
TREML2	ENST00000483722.1	triggering receptor expressed on myeloid cells-like 2 	5	2	1	0	1	0	hsa-miR-6862-5p				-0.14	-0.44	N/A
